n,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50
83000,1177206,1122752,1277770,1177416,1123854,1247734,1123121,1288778,1026876,1058550,1349226,1434433,1377516,1239252,1141640,1182163,1235611,1253226,1122904,1123519,1174587,1105653,1185564,1338438,1253993,1022194,1160915,1155769,1137245,1069534,1101265,1103411,1560435,1286915,1113308,1188238,1127700,1148205,1301822,1146565,1096083,1335864,1163330,1089237,1233686,1160144,1389918,1291229,1173625,1171550
84000,1124371,1279711,1269692,1381249,1225633,1175806,1144856,1279854,1279105,1315156,1173923,1205251,1174098,1112416,1170445,1338997,1275623,1277354,1347991,1145243,1290054,1277969,1166275,1260340,1267621,1067597,1310804,1156968,1190828,1140585,1061179,1318662,1241327,1163260,1216682,1435603,1216082,1264584,1249230,1718223,1114237,1446617,1354133,1453715,1274553,1132359,1188923,1107608,1117369,1112282
85000,1095698,1319930,1291253,1237580,1157487,1327577,1304467,1396216,1311703,1249548,1216944,1043231,1199151,1256845,1265003,1268512,1121130,1338152,1419978,1497514,1457189,1174577,1262412,1143143,1200824,1318958,1149949,1304363,1346561,1119247,1173750,1068849,1230330,1200745,1125436,1095334,1289254,1153466,1246220,1228272,1172692,1125927,1158879,1212293,1261131,1275952,1221880,1445115,1204298,1365216
86000,1127323,1119750,1210790,1175759,1184092,1213737,1289576,1319648,1203695,1175678,1135317,1380403,1245151,1436332,1365153,1553348,1401342,1368242,1391312,1276533,1211845,1178199,1370700,1205646,1321702,1488258,1328099,1130045,1427607,1173267,1445329,1452346,1192360,1126385,1371621,1129358,1242803,1218865,1164022,1128972,1203128,1190457,1178060,1154319,1241280,1608046,1205065,1151944,1223126,1536327
87000,1339132,1151193,1131594,1604741,1311060,1426080,1385832,1164294,1281370,1155241,1240429,1229550,1219909,1221060,1379162,1638476,1306689,1267227,1266653,1113566,1393518,1393844,1408040,1201835,1301080,1102035,1172209,1276950,1860207,1297449,1383050,1857090,1137268,1364769,1237537,1173232,1158372,1333198,1079802,1118651,1291401,1417129,1216882,1240442,1548905,1331664,1177250,1224909,1249597,1410023
88000,1267275,1256084,1565043,1170985,1388375,1285512,1124878,1202442,1137576,1231637,1185990,1354647,1189949,1240345,1294385,1199051,1201147,1406841,1075666,1272025,1327552,1421368,1222498,1144639,1287830,1280068,1359436,1172827,1304218,1278473,1167466,1416861,1262165,1252198,1069086,1328902,1519983,1329420,1210906,1261258,1297324,1287245,1400714,1346772,1342203,1335090,1282773,1092521,1211243,1269392
89000,1230670,1200511,1497317,1121162,1259767,1550331,1299490,1229344,1410141,1267901,1248385,1253898,1476258,1222611,1439367,1485010,1272125,1308828,1292570,1185440,1256787,1622187,1369852,1430821,1334950,1327312,1169915,1308033,1425079,1483352,1295779,1650039,1296708,1394396,1212451,1388913,1320940,1381163,1313649,1183910,1270365,1424657,1179208,1297943,1218170,1196260,1441207,1285745,1211715,1254489
90000,1535540,1183720,1290637,1219987,1209962,1183161,1430072,1333227,1482159,1323727,1223119,1626650,1179506,1226129,1264945,1281824,1596102,1297406,1150777,1283673,1341754,1161240,1179833,1344862,1544583,1373879,1378391,1230290,1428890,1413867,1349452,1356452,1361324,1296160,1367250,1609810,1146901,1388091,1209428,1650161,1337660,1324138,1535472,1548168,1412521,1404866,1172581,1182996,1271651,1264216
91000,1360155,1445724,1290051,1368963,1263266,1256076,1479276,1346823,1333478,1247461,1358372,1287292,1187156,1253097,1232830,1209899,1169586,1442309,1490112,1349531,1224483,1333882,1237982,1269057,1283755,1223768,1215858,1278873,1415113,1260644,1239286,1210718,1304366,1388413,1321426,1197914,1267064,1432829,1241339,1268245,1247391,1206356,1225963,1486329,1238539,1429127,1381234,1289838,1362587,1209856
92000,1393495,1234355,1335038,1380832,1483355,1328137,1320836,1412118,1507249,1462590,1235073,1363056,1226371,1293436,1279140,1402316,1255524,1375680,1270561,1218391,1303267,1298868,1316966,1499412,1274863,1287323,1389041,1362855,1433534,1220713,1359199,1301472,1321511,1281159,1315727,1436296,1441136,1462382,1390737,1286482,1318827,1373895,1394069,1235098,1476363,1256710,1246250,1377985,1346252,1248529
93000,1292746,1370639,1510887,1316753,1386133,1418925,1404598,1349075,1162869,1296989,1344515,1274435,1248215,1418441,1147640,1582824,1210184,1288790,1303363,1340241,1410195,1364655,1349067,1691453,1466655,1332063,1628149,1353897,1316012,1178140,1310225,1390610,1515872,1258853,1454152,1224939,1345464,1530250,1443187,1294799,1354746,1374551,1283905,1352251,1341513,1438108,1494117,1391293,1586031,1357020
94000,1237749,1574884,1739990,1545301,1298148,1474511,1494233,1415518,1416534,1473038,1457305,1299487,1496689,1258487,1533137,1337650,1409537,1318556,1479862,1497823,1237737,1373611,1566714,1360819,1604411,1645237,1448255,1378936,1405308,1192790,1378302,1341964,1453628,1348953,1359790,1850791,1412695,1214570,1297973,1598151,1276075,1437074,1375741,1287847,1459293,1647771,1342107,1203660,1465687,1256606
95000,1536537,1411256,1367180,1349715,1378276,1272594,1375952,1307206,1315328,1381030,1436200,1359775,1394289,1439460,1209505,1567846,1303386,1568131,1272869,1252584,1522521,1216712,1361841,1201790,1526046,1321686,1557803,1312717,1302051,1639011,1485666,1351535,1345112,1413520,1398531,1346602,1376138,1442300,1376325,1300954,1607147,1413950,1402026,1303871,1218309,1321370,1246523,1537445,1715697,1514337
96000,1467341,1462307,1339394,1327924,1477186,1368361,1780292,1371501,1385378,1391604,1370683,1231177,1276733,1160580,1960067,1665160,1248976,1337531,1504368,1317157,1293083,1249044,1628182,1380745,1231190,1355490,1535193,1341509,1558916,1553677,1272638,1261138,1373971,1830809,1430606,1253968,1509673,1508829,1462604,1300050,1674825,1529566,1401712,1332488,1261079,1303567,1362596,1659328,1184843,1616393
97000,1224425,1361146,1522412,1483294,1551215,1388685,1410480,1459811,1398555,1530238,1517844,2159796,1470481,1827033,1249437,1347341,1283897,1469082,1408097,1468882,1395062,1421590,1344507,1630119,1508959,1497589,1530815,1319922,1359395,1464886,1372204,1622178,1483473,1640199,1298307,1307847,1350801,1530009,1354127,1356835,1367717,1460545,1356932,1424640,1412927,1394263,1371541,1407252,1441913,1688217
98000,1739212,1359083,1376199,1577536,1706990,1436795,1478398,1476783,1417520,1426161,1490761,1377403,1261554,1283444,1368561,1262493,1415561,1328272,1535755,1513050,1339229,1550209,1433272,1275620,1383023,1453096,1358767,1974863,1544159,1443060,1434280,1318309,1868727,1256628,1372671,1433936,1553747,1532218,1294171,1320289,1220965,1461934,1513360,1740935,1457105,1667205,1630706,1286389,1317952,1324671
99000,1601837,1574862,1450071,1461085,1340328,1410939,1531663,1377946,1723520,1333852,1356803,1654474,1578753,1493961,1639333,1435396,1378158,1327371,1691365,1544222,1531130,1457399,1731298,1548051,1305465,1527312,1431861,1392887,1649468,1449948,1666410,1594350,1552896,1408369,1588740,1483133,1413994,1820943,1262233,1563368,1443872,1472584,1544270,1337115,1383025,1323551,1293846,1726990,1594436,1508004
100000,1584113,1735025,1376854,1537925,1409200,1494322,1466814,1373853,1439991,1367368,1454957,1721080,1422387,1359214,1426535,1487781,1343478,1379823,1364742,1280391,1790837,1460233,1442118,1712026,1577470,1365709,1463554,1395975,2144996,1529310,1444344,1362468,1395283,1355025,1514406,1514310,1436669,1431525,1576034,1466282,1479652,1576446,1761467,1758197,1496156,1253272,1425380,1475050,1486585,1587429
