n,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50
80000,291613,210281,138682,282288,289390,640616,260469,282657,319505,178610,481147,529217,180032,54509,84405,58095,34127,343767,206177,337634,144799,201316,196628,38319,154608,69295,293277,227485,216918,244174,186383,82167,77263,186584,375264,261918,207785,208807,261122,268485,294649,491556,343081,181028,54878,188182,176900,426896,175357,88784
81000,378327,291051,365557,246089,245001,421556,147837,257449,341219,212105,37893,189272,172051,321313,166716,428972,68517,268733,242580,65750,119759,92189,242633,110367,314445,253587,671651,79675,213847,257711,133196,151080,274262,92556,199519,181746,167096,169793,382490,179280,192808,152234,221418,392462,21250,312370,251175,258792,33701,420950
82000,188674,340420,327907,236800,222261,231070,111001,87045,99229,518962,299847,184139,238467,245814,202291,226646,235287,194750,442101,126385,152165,168709,266792,269703,265839,125799,134672,249814,218001,370328,241671,53566,253186,94406,309105,263873,203355,273371,172622,231480,281256,249439,121842,125373,190863,257790,292453,522984,294723,345108
83000,162309,371339,476654,40176,223696,38823,343120,221354,276854,380765,200183,119663,139639,135039,174045,254648,191538,212912,80654,205739,211492,300277,183803,314273,286065,50915,127247,288069,208470,263366,143753,162079,175604,169264,358989,311258,247513,183799,195060,251636,448379,30647,149838,104985,461189,188647,162068,70652,238176,167895
84000,108981,572629,244983,409703,259262,249442,285259,53857,223039,175018,430127,192688,174074,327268,517603,355928,19306,192737,54443,359584,229469,536692,316175,165288,65745,195171,317396,204234,228737,142540,181058,155381,227248,335399,282817,460366,127693,74353,354270,301308,151010,240003,348249,154096,100729,214804,87012,319074,134355,40584
85000,259336,187719,63828,229068,156170,274797,245444,272676,477999,21208,410727,349362,114706,68514,325110,170301,177640,410653,58611,147499,166707,629799,162161,304065,200500,329982,157009,89685,141202,241992,109616,148316,257081,404800,172520,121035,146582,160930,33846,305112,402422,259535,186251,379702,58837,106176,101933,128949,238350,109699
86000,208733,2014,292111,341561,197522,203197,323114,171997,329284,196094,231505,298030,284056,257421,148446,232312,240429,151685,224547,212530,269059,179973,283854,61756,131305,309757,105303,274520,296298,258040,232678,382838,421305,177515,195303,269783,281988,308809,208736,259603,607913,234846,228617,283769,290476,49243,215046,265662,202626,222576
87000,210180,329408,247054,276189,251463,309593,311509,115307,177960,318496,222790,463211,100196,1662,137299,26745,50184,121156,321267,13864,212718,440099,45209,100652,153502,94025,189661,327086,427689,179810,32396,291702,179408,364309,266789,180664,101547,160535,210379,671544,113592,86039,24474,156827,567189,132328,293663,184733,431415,341063
88000,245252,12016,330928,74390,289432,555909,118508,230641,233213,91924,543732,161152,376964,746728,234094,268547,230594,353705,113886,133078,262373,259590,146062,300267,466327,421097,21456,166378,263815,237324,459291,57684,420743,160374,150300,289923,127964,363654,33355,184144,143411,192982,123598,208018,185678,265890,515787,367608,354863,280978
89000,24547,148768,184393,244366,340501,85997,406228,353621,400320,74931,345676,276239,138944,244692,133198,105580,192675,237931,51141,318392,483327,59677,390009,29085,279661,355247,24601,253690,185690,160986,97257,446924,86391,51783,173276,200469,321904,438346,71311,246969,312331,136347,574871,269689,328213,167974,159450,167814,264987,332789
90000,286913,233883,240259,228029,78425,131223,252167,254602,300623,346223,349480,384051,402943,221004,457261,291132,235709,186677,323284,382442,54921,28757,227510,278009,81336,193017,64282,448286,316135,102993,388825,513779,217196,73162,35659,299275,114228,526776,301932,107522,171308,126618,230427,96000,105130,103203,327633,201155,228755,186433
91000,487792,646542,456359,468321,167926,335254,144159,357196,330688,116030,226168,305503,211953,77798,416494,203300,357435,404228,270059,186287,147510,291331,402046,338255,323851,233959,222805,227310,170105,81938,310244,178683,216437,169436,375681,278208,129156,58083,108392,85994,169808,270998,584110,195113,276813,443625,351992,150008,39511,257200
92000,186934,88890,685003,10144,166092,127762,235836,278042,271434,392950,267117,288110,235315,144194,262059,250197,243962,167762,144553,252804,168726,401593,235899,287703,209738,639746,710238,299250,125268,43163,68853,172436,192366,101704,561536,331242,343623,101357,121185,197572,244401,148165,406918,268033,286273,254624,36387,131839,99486,196338
93000,61494,56464,164683,188567,182694,205399,116154,162140,120633,61341,238639,369315,238334,62979,277152,189340,32018,50774,339668,170968,494216,96910,152173,193197,103384,303524,404835,341187,195482,274934,548411,110491,62304,148097,79568,256987,265646,250553,342517,453244,234451,456304,202124,352833,145066,188320,270740,321589,95791,219344
94000,21801,455967,177823,219700,284384,596752,132211,216929,255320,307413,225371,223777,547677,256769,157528,97726,55463,291984,82182,343331,287937,143161,370008,316588,180177,10934,349004,150228,507502,220588,162514,324137,188660,106747,460374,450931,229210,95947,273285,239220,345928,1051521,210512,402389,278138,91588,287281,246072,387591,149747
95000,691814,833572,417315,618911,223640,151412,189111,301164,174075,363173,209927,179854,310428,211608,275996,150314,232990,222198,69107,277306,452162,43569,295211,181334,366179,144738,291877,132500,245442,366103,378813,630821,55621,372700,44392,204132,517961,131340,161994,480427,377012,131792,144257,517198,391547,101443,34290,260690,185309,195925
96000,128152,517378,361365,421601,237386,164121,305477,163421,310896,170172,55534,361633,179285,229821,303132,101825,615253,257281,383340,353106,334360,431360,276637,327366,60588,323525,496379,113055,297927,407719,131528,300491,115677,467317,115460,94098,373177,161339,302380,573403,46261,433739,221490,247987,156232,415488,194919,242949,271998,246356
97000,171109,172283,282922,272227,371008,263641,438763,51696,99923,356945,212870,387119,548134,687676,420080,33169,297988,130173,113532,396784,154305,453822,158613,231416,284822,8146,404300,395917,557056,214330,235645,168069,91465,179386,100865,45722,411466,227712,33917,358439,193544,579831,368842,372076,426838,140121,241037,161002,81634,525418
98000,252601,496509,264968,312982,569509,142193,416922,338331,315897,286136,480714,467984,225940,375742,291802,193275,68623,262023,120369,53622,180270,225948,251827,148908,30651,206823,596318,239305,169830,346138,37250,386593,462716,386845,238587,198070,313784,127294,256572,130069,106912,349510,397734,430855,452429,321452,297143,627707,314581,293595
99000,338081,142428,369313,101879,59113,286334,279652,20063,251065,229186,283473,135201,103413,323778,39488,428428,230545,152097,446028,108079,215505,236564,11409,581591,529124,364355,512719,198309,456475,590973,374209,209734,186952,332490,220258,306702,21348,397058,299708,44484,177451,502187,231404,233451,380406,248440,167247,525377,235954,135355
100000,446150,55935,258299,367560,410167,389008,302818,516028,422383,158189,539757,316566,128963,112900,31799,374296,368522,368895,307673,237130,173704,321997,269474,301185,274533,215555,86985,149571,277719,384524,83532,233535,282917,305185,335391,428497,175373,128136,93092,292137,477806,296423,439254,297338,268412,252553,392577,167937,306592,139192
