n,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50
79000,1017742,912591,890055,962389,864287,941030,873465,921589,875551,767559,827700,842922,900966,996134,796955,902517,906989,910653,819615,952379,1183442,841671,993739,804418,889018,945940,986018,1040057,1102945,914452,863096,874373,973280,902077,808909,857347,943193,900844,906247,830987,1020823,947686,935698,850264,844687,791104,923056,918944,843810,1222883
80000,1125575,1040132,861604,854410,916327,1053921,939496,927477,884171,850514,896121,837653,1028795,1202369,900181,816318,917693,861909,1014228,831511,1148153,977661,855315,1111791,922412,886321,891429,879633,1080344,951182,880375,928332,858605,873655,994047,849116,1151054,895873,944350,792877,1054147,1045025,1283036,1220270,1006460,1357109,889652,1143571,1052927,937605
81000,943361,1004174,1007374,1001695,1054599,1032028,1141674,1101096,960192,883413,870237,1091207,929704,1086154,1353537,912119,942523,995470,884087,1030281,1060515,1004084,1128461,996390,1125337,906213,858914,912131,911361,845546,870709,1061380,966729,992106,1003973,860945,804201,899307,918640,999263,891752,821640,851964,897351,828688,953651,851498,1088695,919524,920795
82000,1169662,825919,1000402,1146333,1084491,862442,1397280,875512,1150346,855581,952376,1012103,933605,1109004,1082139,1007968,1180473,1003647,967887,962971,896477,848723,908965,902685,921679,1001100,838490,894434,956900,1062961,898511,884775,929252,938622,995733,874986,961112,889538,783277,857348,1036614,866175,855532,910404,893970,1379278,956963,884559,939648,909554
83000,942493,964022,958608,913897,857015,813920,1013471,1014081,853191,867953,867003,1084195,1045611,993620,1140550,931986,1002370,947219,944554,862417,1210608,887027,1003751,1110767,993044,1148961,1058367,871762,932999,1031180,1010760,1172528,1029667,1028408,1012873,941661,1013868,1093593,1134636,1130147,927968,969324,1237392,906474,932920,989977,944406,1178750,1049061,973402
84000,984122,903975,836386,1146143,1124482,873595,1091529,784633,1235796,1104666,941530,1066415,999180,842639,1092115,975060,1155524,1022624,1040570,940310,969055,875385,914427,1153770,923524,969016,967210,933736,951813,991208,1128066,894252,1098261,986833,992252,1133439,928489,908923,944180,868309,875881,877775,835773,1032375,1027281,968094,866436,1070139,991774,1119981
85000,879159,1128357,1287131,1085004,1003872,1067728,1124753,1106431,972672,848981,1027267,1095565,960064,925691,924688,1010712,913222,1037232,1078818,1088687,1230735,1138085,975215,1174463,966131,969492,1117705,1096759,1037666,969769,1156148,1185631,880925,1235955,922219,1261283,998639,942449,1215735,1011899,905993,1106775,937911,949772,1127481,981593,1039730,911170,1097042,950042
86000,968832,860929,1124496,937312,1077716,1088332,999996,952900,944102,1141192,1035391,1066876,1159329,1023613,1043910,983217,1398046,986269,969602,963637,903775,1004388,1130758,1108062,937993,894411,1053389,1156257,917765,901460,1064288,1034748,901886,921761,954441,971114,1016426,1257080,986771,1029211,1101115,895160,900713,888802,973216,1003425,1133102,948621,1048048,863752
87000,1098797,938097,1170566,1031028,1262467,966642,870333,1251713,1012221,926732,1060855,1211147,1039722,1046771,1013724,912402,947906,920119,1106608,1018981,977680,1173220,1136242,992650,935663,1102135,1013938,1001201,1083491,1039623,925908,1047981,1147154,1111989,1005408,1116606,994249,966534,969556,967588,1070620,1112931,851736,1295730,989172,1189793,987714,1122635,1424066,1012546
88000,905013,1152220,1007848,1130658,1013867,1011689,1047640,968422,1179558,923586,1011848,1247351,1059891,1335675,1026109,1164929,1074633,1003073,1134119,1063619,958943,1005307,1102862,1065448,933215,1068354,999376,1140000,963900,1288413,1110174,950995,965570,1222718,942891,1153073,1005906,928248,1076709,1043441,1058874,923840,1070655,1295946,1429256,1187890,993779,1157666,1336135,932873
89000,1183635,920799,1151629,950029,902079,1324870,923090,1208238,965703,1024215,1137732,940024,1087622,1121680,1048973,1187066,987909,1478452,1163292,986600,985530,1042631,1155284,1072785,1063047,982731,1060913,1034453,896015,1020475,1209672,1262313,980935,1038744,917403,1041374,961332,968195,1025253,928435,965752,1086449,1004777,1466927,1040777,1068260,1010077,1106803,1138456,990034
90000,1049040,1704057,1102385,1066240,1248573,1056003,1119374,1044964,1232108,1039265,994601,1034602,1080080,1098098,1099236,1058061,1021789,1085099,982778,1005151,1093551,1070954,1034748,937760,1027355,1147196,1066268,1023276,1010277,1108109,1417106,1001634,1153506,992037,965875,1012518,1031846,1027543,1438666,1032071,1141354,1071142,1015713,1287932,1093492,1280116,1075219,1236086,1062267,964286
91000,1038049,1180215,978736,1007135,1074075,924209,932064,1074709,1152860,959598,991287,1057015,1091464,1104882,993251,1104181,1051084,1109529,971876,1371335,1054250,1083607,1087703,893804,1165676,1028401,1049656,1123687,1084275,1026958,1191201,1071802,1472339,1168948,1116603,1029193,1013527,992387,988765,1125317,983824,971768,1036844,1064855,1038762,1067983,1006035,1094923,1042290,1146042
92000,1110206,1079525,1033097,1115019,1054509,1093554,1002129,1104682,1323533,1302393,1195444,1024605,1078166,1081579,976149,1120764,1093561,1017111,1167435,1079610,990021,956129,1060579,1355784,1004457,1077298,1006622,1344192,1078430,984752,1037593,1332637,1010488,957604,1032984,1198661,1166562,992889,1087634,1069353,1043529,1150506,1031339,1244374,985027,1093489,1045822,1160534,1020097,1075053
93000,1066555,1049126,1078601,1038734,1130173,1056845,1088840,1002463,1115553,991440,1329925,1004346,1041223,1136075,966003,992677,1082954,1052721,1289586,1108170,1262021,1069103,982558,1109925,1189286,1073841,988203,1217298,1072098,1275251,1238310,1101361,1196176,1021722,1264699,1026857,1239397,1021512,988979,1181350,962391,1282384,995137,1294356,1075548,987425,1127331,945656,1006908,1180031
94000,1228088,1046165,1047774,1078049,1077677,1321577,981860,1034670,1080489,1091958,1019461,1028940,1011419,1165142,1016245,1064406,950244,1281345,1088270,1303875,1072295,1027251,944074,995695,1053340,1223469,1238080,1194273,952015,1383462,1046289,1266464,1063884,1430716,1015000,1151782,1225265,1387387,937994,948396,1040220,1059003,1192532,1014025,1204791,1217743,945998,1067323,1015423,1109584
95000,1068537,1062907,1192388,1089567,1004488,1135582,1047132,1229119,1000896,1069253,1152320,1150061,1359994,1185298,1110399,1034673,1107252,1328687,1039169,1336333,1145592,1319107,1178812,1021108,1333916,1097757,1241217,1011215,983617,1102106,1161560,1209123,1661282,1166848,1211093,1115308,995882,1248729,1575936,1046514,1061652,1168278,1208177,1107455,1150994,984235,998014,1009692,1058444,1130692
96000,1204726,1167407,1132906,1078072,1153251,1452151,1199293,1166395,1188386,1043959,1090857,1089487,1277663,1106364,1047535,1113272,1014434,1177429,1057228,1288028,1013897,939064,1084952,1089689,1193067,966963,1234776,1054454,1090065,1042397,1145199,1171730,989688,1137664,1243435,1208290,1115391,1127444,1192796,1133318,1080805,1228264,1165680,1365752,1221756,1133661,1271649,1217240,1221779,1065215
97000,1043979,1275746,1117106,1067950,995732,1096922,1044118,1032652,1304261,1033071,1344608,1076995,1166833,1035380,1428464,1028787,1032111,1058627,1300315,1143881,1295529,1299645,1302135,1055074,1345295,1432396,989779,1131480,1091660,1186349,1078145,1254309,1152277,1046438,1120799,1102983,1005230,1272945,1182640,1046870,1129864,995762,1166057,1343631,1072277,1324906,1157878,1175931,1099626,1140660
98000,1114609,1415830,1175457,1184079,1369010,1128063,1212353,1093572,1063145,1259695,1156817,1065116,1089541,1370459,1085833,1355165,1371940,1102057,1205298,1271607,1491364,1116644,1113129,1254425,1206888,1108845,1040836,1441483,1138694,1140706,1216272,1213732,1143848,1531884,1254270,1071462,1238599,1125547,1211883,1419777,1159034,1254444,1078789,1428553,1407819,1122210,1162206,1171589,1270251,1083876
99000,1097190,1129757,1131619,1202154,1200384,1074374,1020557,1169051,1133861,1211321,1292825,1140708,1267420,1230363,1207338,1213429,1170077,1419362,1100279,1238575,1091684,1093457,1341158,1423609,1030164,1178533,1211624,1036555,1121843,1462282,1230578,1399773,1071522,1106904,1127019,1211024,1119716,1244150,1334411,1035198,1207292,1293407,1037943,1399091,1051704,1091701,1205190,1367543,1155105,1238317
100000,1106077,1076244,1287319,1115436,1342110,1092927,1008433,1380275,1006078,1081963,1264643,1076925,1165836,1244421,1131709,1281563,1190839,1109845,1131556,1374789,1479250,1298790,1128432,1374385,1121506,1407028,1110748,1356515,1091531,1230594,1094082,1171019,1080450,1292158,1530338,1070063,1325043,1313533,1189825,1065761,1197121,1239474,1026824,1213196,999831,1210431,1068759,1137249,1354408,1103996
